Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Experimental Condition [Cell Origin],Experimental Condition [Cell Type],Experimental Condition [PDX Metastatic Efficiency],Comment [Experiment Date],Source Name,Comment [Series Location],Image File,Comment [Image File Comment],Comment [Image File Path],Comment [Image File Type],Channels
PDX_m610,161214_m481_m498_m610_m634.nd2 [161214_m481_m498_m610_m634.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161214,161214_m481_m498_m610_m634,12,161214_m481_m498_m610_m634.nd2,,data/raw/nd2/161214_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m610,161214_m481_m498_m610_m634.nd2 [161214_m481_m498_m610_m634.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161214,161214_m481_m498_m610_m634,13,161214_m481_m498_m610_m634.nd2,,data/raw/nd2/161214_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m610,161214_m481_m498_m610_m634.nd2 [161214_m481_m498_m610_m634.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161214,161214_m481_m498_m610_m634,14,161214_m481_m498_m610_m634.nd2,,data/raw/nd2/161214_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m610,161214_m481_m498_m610_m634.nd2 [161214_m481_m498_m610_m634.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161214,161214_m481_m498_m610_m634,15,161214_m481_m498_m610_m634.nd2,,data/raw/nd2/161214_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161214_m481_m498_m610_m634.nd2 [161214_m481_m498_m610_m634.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161214,161214_m481_m498_m610_m634,17,161214_m481_m498_m610_m634.nd2,,data/raw/nd2/161214_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161214_m481_m498_m610_m634.nd2 [161214_m481_m498_m610_m634.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161214,161214_m481_m498_m610_m634,18,161214_m481_m498_m610_m634.nd2,,data/raw/nd2/161214_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161214_m481_m498_m610_m634.nd2 [161214_m481_m498_m610_m634.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161214,161214_m481_m498_m610_m634,19,161214_m481_m498_m610_m634.nd2,,data/raw/nd2/161214_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161214_m481_m498_m610_m634.nd2 [161214_m481_m498_m610_m634.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161214,161214_m481_m498_m610_m634,20,161214_m481_m498_m610_m634.nd2,,data/raw/nd2/161214_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m481,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161220,161220_m481_m498_m634_m610,1,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m481,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161220,161220_m481_m498_m634_m610,2,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m481,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161220,161220_m481_m498_m634_m610,3,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m481,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161220,161220_m481_m498_m634_m610,4,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m481,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161220,161220_m481_m498_m634_m610,5,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m498,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161220,161220_m481_m498_m634_m610,6,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m498,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161220,161220_m481_m498_m634_m610,7,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m498,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161220,161220_m481_m498_m634_m610,8,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m498,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161220,161220_m481_m498_m634_m610,9,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m498,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161220,161220_m481_m498_m634_m610,10,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m634,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161220,161220_m481_m498_m634_m610,11,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m634,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161220,161220_m481_m498_m634_m610,13,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m634,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161220,161220_m481_m498_m634_m610,14,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m634,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161220,161220_m481_m498_m634_m610,15,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m610,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161220,161220_m481_m498_m634_m610,16,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m610,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161220,161220_m481_m498_m634_m610,17,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m610,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161220,161220_m481_m498_m634_m610,18,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m610,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161220,161220_m481_m498_m634_m610,19,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m610,161220_m481_m498_m634_m610.nd2 [161220_m481_m498_m634_m610.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161220,161220_m481_m498_m634_m610,20,161220_m481_m498_m634_m610.nd2,,data/raw/nd2/161220_m481_m498_m634_m610.nd2,raw,Phase contrast: Cells
PDX_m481,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161224,161224_m481_m498_m610_m634,1,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m481,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161224,161224_m481_m498_m610_m634,2,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m481,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161224,161224_m481_m498_m610_m634,3,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m481,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161224,161224_m481_m498_m610_m634,4,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m481,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,161224,161224_m481_m498_m610_m634,5,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m498,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161224,161224_m481_m498_m610_m634,6,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m498,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161224,161224_m481_m498_m610_m634,7,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m498,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161224,161224_m481_m498_m610_m634,8,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m498,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161224,161224_m481_m498_m610_m634,9,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m498,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,161224,161224_m481_m498_m610_m634,10,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m610,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161224,161224_m481_m498_m610_m634,11,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m610,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161224,161224_m481_m498_m610_m634,12,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m610,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161224,161224_m481_m498_m610_m634,13,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m610,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161224,161224_m481_m498_m610_m634,14,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m610,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,161224,161224_m481_m498_m610_m634,15,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161224,161224_m481_m498_m610_m634,16,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161224,161224_m481_m498_m610_m634,17,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161224,161224_m481_m498_m610_m634,18,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161224,161224_m481_m498_m610_m634,19,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161224_m481_m498_m610_m634.nd2 [161224_m481_m498_m610_m634.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161224,161224_m481_m498_m610_m634,20,161224_m481_m498_m610_m634.nd2,,data/raw/nd2/161224_m481_m498_m610_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,1,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,2,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,3,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,4,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,5,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,6,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,7,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,8,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,9,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,10,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,11,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,12,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,13,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,14,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,15,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,16,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,17,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,18,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,19,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
PDX_m634,161225_m634_m634_m634_m634.nd2 [161225_m634_m634_m634_m634.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,161225,161225_m634_m634_m634_m634,20,161225_m634_m634_m634_m634.nd2,,data/raw/nd2/161225_m634_m634_m634_m634.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,1,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,2,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,3,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,4,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,5,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,6,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,7,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,8,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,9,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,10,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,11,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,12,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,13,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,14,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170712_m405c2.nd2 [170712_m405c2.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170712,170712_m405c2,15,170712_m405c2.nd2,,data/raw/nd2/170712_m405c2.nd2,raw,Phase contrast: Cells
Clonal_m405c2,170718_m405c2.nd2 [170718_m405c2.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c2,           ,170718,170718_m405c2,1,170718_m405c2.nd2,,data/raw/nd2/170718_m405c2.nd2,raw,Phase contrast: Cells
